post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,title,descr
pre2013_98061,20041023,2004,excelsior / outer mission,san francisco,san francisco,2100,4.0,,,0,$2100 / 4br - House Showing Sunday 2-4 PM,
4004145716,20130823,2013,sea cliff,san francisco,san francisco,1900,2.0,1.0,1000,0,    Aug 23 Lovely & cozy 2BR/1BA beach house in beautiful Seacliff!    $1900 / 2br - 1000ft² -    (santa cruz)   pic img map   ,
pre2013_145605,20060221,2006,presidio hts / laurel hts / lake st,san francisco,san francisco,2100,1.0,,,0,$2100 / 1br - HUGE 1 BEDRM AVAIL NOW,
5384690648,20160108,2016,santa cruz,santa cruz,santa cruz,4395,3.0,,2600,0,Oca 7 Large Newer Home by the Beach+ Big Yard   $4395 / 3br - 2600ft2 -    (santa cruz)   resim har.    [×] [geri al],
pre2013_59532,20120319,2012,outer richmond,san francisco,san francisco,1800,1.0,,,0,$1800 / 1br - -----> Newly Painted 1 Bedroom San Francisco House in Richmond Dist. -,
pre2013_39679,20111129,2011,redwood city,redwood city,san mateo,1295,1.0,,400,0,$1295 / 1br - 400ft² -  Beautiful 1br Au Pair with new laminate floors in Redwood City hills.,
4611869899,20140810,2014,pittsburg / antioch,pittsburg,contra costa,2200,5.0,3.0,2252,0,Delta Views! Quiet Single Family House 5 BR 3 Bath,"Contact info:Vera show contact infoDelta Views! Quiet Single Family House 5 BR 3 Bath2405 Shelbourne Way, Antioch, CA 94531$2,200/mo KEY FEATURESYear Built:  1993Sq Footage:  2252 sqft.Bedrooms:  5 BedsBathrooms:  3 BathsParking:  2 GarageLease Duration:  1 YearDeposit:  $2,200Pets Policy:  Cats & Dogs OKLaundry:  NoneProperty Type:  Single Family HouseDESCRIPTIONDelta Views! Formal Living & Dining Rm w/ 2-way Fireplace. Master Bdrm w/ Retreat. Master Bath w/ Jetted Tub. Office/Den could be 4th Bedroom. Extra room in the garage. Dishwasher is included. Washer & dryer hook-up in unit. Close to freeway access.RENTAL FEATURESLiving roomDining roomWalk-in closetMaster bathFamily roomStorage spaceOfficeRange / OvenDishwasherYardFenced yardLawnPorchSprinkler systemCentral A/CDouble pane / Storm windowsCable-readyFireplaceHigh / Vaulted ceilingJetted tubCOMMUNITY FEATURESOff-street parkingOn-street parkingGarage - AttachedOPEN HOUSE8/10 (sun) 6:00-7:00 PM8/12 (tue) 5:30-7:00 PM8/14 (thur) 5:30-7:00 PM8/17 (sun) 2:00-4:00 PM8/19 (tue) 5:30-7:00 PM8/21 (thur) 5:30-7:00 PM8/24 (sun) 2:00-4:00 PM8/26 (tue) 5:30-7:00 PM8/28 (thur) 5:30-7:00 PM8/31 (sun) 2:00-4:00 PMContact info: Vera show contact info"
pre2013_163468,20060411,2006,napa county,napa county,---,1595,3.0,,,0,$1595 / 3br - Brand NEW Apartments,
pre2013_126012,20040923,2004,nob hill,san francisco,san francisco,825,0.0,1.0,,0,"$825  - Studio top floor, hdwd floors, basic kitchen & bath, nr fin dist ",
pre2013_153069,20060815,2006,oakland hills south,oakland,alameda,3050,4.0,,,0,$3050 / 4br - RIDGEMONT VIEW HOME,
pre2013_34707,20111115,2011,oakland lake merritt / downtown,oakland,alameda,1450,1.0,,,0,$1450 / 1br - Beautifully sized one bedroom,
pre2013_54735,20120222,2012,napa county,napa county,---,1725,2.0,1.0,932,0,"$1725 / 2br - 932ft² - 2 Bed, 1 Bath w/ two months FREE at Hawthorn Village!",
5346337751,20151211,2015,san jose north,san jose,santa clara,2130,2.0,2.0,925,0,,"Contact info:iletşm bil göster2br - 925ft2 - 2 Bedroom 2 Bath Bright Condo (san jose north)654 Encore Way, San Jose, CA 95134KEY FEATURESYear Built:  1992Sq Footage:  925 sqft.Bedrooms:  2 BedsBathrooms:  2 BathsParking:  1 Garage | Guest parkingLease Duration:  1 YearPets Policy:  No Pets AllowedLaundry:  In UnitProperty Type:  CondoDESCRIPTION654 Encore Way is a bright and inviting upper level Condo with balcony in the heart of Silicon Valley (North San Jose, CA 95134). This 925 square foot condo features 2 bedrooms and 2 bathrooms. It is well maintained as part of the Cresendo community with walking distance to shopping, restaurants, entertainment, parks and public transportation. This property was built in 1992. It overlooks a beautiful swimming Pool and has a great layout, large living room, and is in a fantastic condition. Recently painted and ready for new residents. It has large windows over looking the green area and pool and has a bright atmosphere filled with natural light. The condo includes a convenient attached garage and washer/dryer included. The condo is walking distance to the VTA. Nearby schools include Headsup! Child Development Center, Pearl Zanker Elementary School and Don Callejon School. The closest grocery stores are Safway, Target, Spicemart, Jetro Cash & Carry and Raw Green Organics. Nearby coffee shops include Starbucks, Prolific Oven and Kerrie's Kafe. Nearby restaurants include: Faz Restaurant, Premier Pizza, Falafels N More and China Taste. Nearby companies include: Cisco Systems Headquarters, Samsung, Maxim, Cadence and Sanmina-SCI Headquarters. Near Levi's Stadium with VTAThere are excellent bike lanes and the terrain is flat as a pancake. Close to Cisco, Rivermark shops, Light rail and major freeways(101, 880 & 87).Features: Two bedroom, two bathType: CondoSize: 925 Sq. Ft.Room Information:Formal EntryDining AreaLiving RoomKitchenTwo bedroomsTwo bathsBalconyGarageBathroom Description: 2+ Showers Over Tubs, 2+ TubsKitchen Description: Dishwasher, Garbage Disposal, Oven Range, 220 Volt Outlet,RefrigiratorMicrowaveDishwasherInterior FeaturesLaundry: In Garage, 220 Volt OutletWasher & Drier includedFlooring: Laminate & CarpetHeating: Central heatingParking / Garage, Attached Garage, Guest/Visitor ParkingPool area:PoolSpaUnit Description: End Unit, Top Floor/PenthouseWater: Heater (Gas)Some Nearby Schools:Don Callejon School (K-8) 1.7miles , Santa Clara High 9-12(1.9miles) , Anthony spangler elementery (k-6) 1.9milesMore Info:Non-SmokingNo PetsUnfurnishedTo visit please make an appointment atiletşm bil gösterRENTAL FEATURESLiving roomDining roomMaster bathStorage spacePantryBasementAtticRange / OvenRefrigeratorDishwasherMicrowaveGarbage disposalStainless steel appliancesFreezerBalcony, Deck, or PatioHeat: forced airWiredHardwood floorHot tub / SpaCOMMUNITY FEATURESShared poolNear transportationGuest parkingGarage - AttachedContact info:  iletşm bil göster"
5672577438,20160708,2016,oakland hills north / montclair,oakland,alameda,5200,4.0,,2143,0,7월 7 Charming single level montclair home with open layout & ample backyard   $5200 / 4br - 2143ft2 -    (oakland piedmont / montclair)   사진 지도    hide this posting  restore this posting,
5817642238,20161008,2016,santa cruz,santa cruz,santa cruz,2285,1.0,,650,0,"이 게시물을 즐겨찾기로 설정

10월  7
Surfer's Paradise! Just minutes from Steamer Lane! (Wait list Only)


$2285

                1br -
                650ft2 -
            

 (santa cruz)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",
pre2013_151535,20060325,2006,oakland east,oakland,alameda,1700,2.0,,,0,$1700 / 2br - Remodeled home near colisium  510-677-4344,
pre2013_100649,20041117,2004,haight ashbury,san francisco,san francisco,1295,,,,0,$1295  - ***PICS******Broderick/Haight,
pre2013_31624,20110924,2011,palo alto,palo alto,santa clara,1950,2.0,,,0,$1950 / 2br - Townhouse Style Unit - in Palo Alto,
pre2013_134994,20050120,2005,sunnyvale,sunnyvale,santa clara,1150,2.0,,,0,$1150 / 2br - 2Ba~ Beautiful Apt available for immediate move-in!! ,
pre2013_108259,20040827,2004,san mateo,san mateo,san mateo,1950,3.0,,,0,$1950 / 3br - Beautiful townhouse with water view,
pre2013_136253,20050204,2005,oakland east,oakland,alameda,1600,3.0,1.0,,0,$1600 / 3br - Spacious 3 bd/1 ba with large backyard - Section 8 welcome ,
4627127092,20140824,2014,santa cruz,santa cruz,santa cruz,1575,1.0,,,0,"FAB LOCATION walk everywhere / heart of town / yet quiet, quiet area",
5088692980,20150623,2015,tiburon / belvedere,belvedere,marin,2300,1.0,,550,0,Fully Furnished 1Bd Water View Apartment,
pre2013_94490,20040901,2004,SOMA / south beach,san francisco,san francisco,2050,2.0,,,0,"$2050 / 2br - New top fl loft in SOMA, HARDWOOD FL, GOOD LOCATION",
pre2013_55533,20120227,2012,san leandro,san leandro,alameda,1095,2.0,,,0,$1095 / 2br - Coming Soon Spacious 2bedroom in Gated Complex,
pre2013_40757,20111209,2011,san jose north,san jose,santa clara,2130,4.0,,1560,0,$2550 / 4br - 1560ft² -  - Beautiful Single family house in quilt nice court,
pre2013_6055,20090122,2009,oakland east,oakland,alameda,745,1.0,,,0,$745 / 1br - Beautiful 1 bedroom apartment near 55th Ave and Foothill -,
pre2013_148301,20060111,2006,redwood city,redwood city,san mateo,875,1.0,1.0,,0,$875 / 1br - 1ba w/balcony-pk-Financial District-Sequioa Mall-Cat OK,
pre2013_15115,20120120,2012,belmont / san carlos,belmont,san mateo,1475,2.0,,,0,$1475 / 2br - SPACIOUS-PRIVATE PATIO-SEPARATE DIN RM-NR CARLMONT SHOP CTR,
pre2013_134163,20050111,2005,danville / san ramon,san ramon,contra costa,1595,2.0,,,0,$1595 / 2br - Cobblestone's best location + views + privacy + remodeled + garage ,
pre2013_122125,20040810,2004,berkeley downtown,berkeley,alameda,1150,1.0,,,0,$1150 / 1br - Spacious One Bedroom Close to UC Berkeley Campus ,
5500737470,20160413,2016,los gatos,los gatos,santa clara,4400,3.0,,1379,0,Nis 12 Great Los Gatos School district   $4400 / 3br - 1379ft2 -    (los gatos)   resim har.,
pre2013_31038,20110624,2011,santa rosa,santa rosa,sonoma,1500,3.0,,,0,$1500 / 3br - Three bedroom home in Montgomery Village,
pre2013_21101,20120224,2012,cupertino,cupertino,santa clara,3095,3.0,,1340,0,$3095 / 3br - 1340ft² - Great West Cupertino Locale/7 Pools/Spa/Streams/FP/WD/Granite/GE Appls,
pre2013_60321,20120320,2012,napa county,napa county,---,995,1.0,,685,0,$995 / 1br - 685ft² - An apartment community your pet will love!!,
pre2013_65335,20120413,2012,oakland west,OAKLAND,alameda,1299,3.0,,1300,0,$1299 / 3br - 1300ft² - Large 3 Bedroom Ground Floor Flat in West Oakland,
pre2013_103520,20040411,2004,belmont / san carlos,belmont,san mateo,2000,2.0,,,0,$2000 / 2br - Beautiful remodeled house w/ panoramic view,
pre2013_19140,20120217,2012,los gatos,los gatos,santa clara,1556,1.0,,800,0,$1556 / 1br - 800ft² - Top Floor Available Now! In Down Town Los Gatos! pics inside,
pre2013_29119,20110104,2011,vallejo / benicia,vallejo,solano,1000,3.0,,,0,$1000 / 3br - 1010 Fulton Ave.,
pre2013_9721,20110107,2011,oakland hills north / montclair,OAKLAND,alameda,1195,1.0,,,0,"$1195 / 1br - Super Charming Sunny 1bd, Hardwood Floors Thoughout!",
pre2013_69120,20120608,2012,lafayette / orinda / moraga,orinda,contra costa,900,1.0,,475,0,$900 / 475ft² - Lafayette in-law suite,
4634326814,20140824,2014,san jose central,san jose,santa clara,2130,2.0,,1440,0,Luxury 2 Years Old Townhouse for Rent,
pre2013_49943,20120117,2012,campbell,campbell,santa clara,1595,1.0,,700,0,"$1595 / 1br - 700ft² - MOVE IN SPECIAL - Exp 2/5/12! DW, Granite, Pool, Gym, the works! ",
pre2013_125201,20040912,2004,oakland north,oakland,alameda,1575,2.0,,,0,$1575 / 2br - Large sunny 2-plus bedroom ,
6591563002,20180524,2018,north beach / telegraph hill,san francisco,san francisco,3390,1.0,,620,0,"Beautiful 1bd/1ba, pkg incl, in-unit washer/dryer at Parc Telegraph",
pre2013_69310,20120608,2012,santa rosa,santa rosa,sonoma,1050,2.0,,,0,$1050 / 2br - Near Wells Fargo Center,
pre2013_24943,20060721,2006,san jose south,san jose,santa clara,2130,4.0,,,0,$2500 / 4br - Beautiful Evergreen Home,
pre2013_31967,20111010,2011,foster city,foster city,san mateo,3100,4.0,,1760,0,$3100 / 4br - 1760ft² - Desirable Bay Vista townhome on Greenbelt ,
pre2013_77498,20090121,2009,san jose south,san jose,santa clara,2130,4.0,2.0,,0,"$2100 / 4br - Newly Remodeled House, 4 Bedrooms, 2 Baths, Tully/McLaughin Area -",
pre2013_47508,20120103,2012,oakland lake merritt / downtown,OAKLAND,alameda,1395,1.0,,725,0,$1395 / 1br - 725ft² - 1920's Medival Inspired Building Utilities Included,
pre2013_2395,20100725,2010,USF / anza vista,san francisco,san francisco,2799,,,,0,"$2799 Large, Updated Apartment Available NOW at 2240 Golden Gate!",
4956678801,20150331,2015,san jose south,san jose,santa clara,2130,2.0,2.0,915,0,2 BR. 2 BA Condominium,
5429174022,20160201,2016,napa county,napa county,---,3101,4.0,,2067,0,Şub 1 Tour today! Great layout!   $3101 / 4br - 2067ft2 -    (napa county)   resim har.,
pre2013_127007,20041015,2004,lower pac hts,san francisco,san francisco,1685,2.0,,,0,"$1685 / 2br - Lower Pac Hghts, Bright, Clean, Remodeled ",
pre2013_56910,20120306,2012,pacifica,pacifica,san mateo,2129,1.0,,725,0,"$2129 / 1br - 725ft² - Lounge with Free WiFi, Stainless Steel Appliances",
pre2013_40787,20111209,2011,saratoga,saratoga,santa clara,1450,1.0,,786,0,$1450 / 786ft² - 1br-Clean--Walk to Village,
pre2013_54422,20120223,2012,lakeshore,san francisco,san francisco,2412,2.0,,1100,0,"$2412 / 2br - 1100ft² - Unit in High Rise Tower, Great Unit for Students, Next to SFSU!",
4555242133,20140803,2014,north beach / telegraph hill,san francisco,san francisco,7700,3.0,2.0,1375,0,"Unbeatable location, garden, views and parking!","This beautifully restored San Francisco two-level condominium is a true urban oasis nestled between North Beach and Telegraph Hill.Available furnished or unfurnished September 1st, the unit is located on a quiet off-street location, yet only two blocks from the bustling cafes and restaurants of North Beach. This unique condominium opens to a lovely sun drenched Mediterranean garden filled with olive trees, a grilling area, fountain and large stone dining table. The neighborhood is family friendly with public tennis courts, a playground, an indoor pool and top notch day care all within two blocks. Washington Square Park is a two minute walk, and the Financial District, Fisherman's Wharf, Union Square and the Embarcadero are all within walking distance. Highlights:-Townhouse on two levels-Three Bedroom, two Baths-Huge Master Bedroom with en suite bath-Queen mattresses in each room-French doors off Master Bedroom open directly to garden-Two walk-in closets in Master Bedroom!-Solid white oak floors in living areas.-Views toward Russian Hill-Spacious 10-foot ceilings with tons of natural light-Period detailing in a contemporary open layout-Entry veranda overlooking garden-Ample closet space-Carrera marble bathrooms-High end Bosch appliances-Kitchen pantry-Beautifully restored Wedgewood gas stove-In unit washer/dryer-Free Wi-fi-Walk score 95-Earthquake retro-fitted building with fire sprinkler system-On site, secure indoor parking is also available for an additional fee."
pre2013_14018,20120114,2012,oakland hills north / montclair,oakland,alameda,1390,2.0,,1000,0,"$1390 / 2br - 1000ft² - Apt. Available Now, Pool, Shopping, Schools - ParkOne Properties",
pre2013_92725,20040813,2004,inner sunset,san francisco,san francisco,1249,0.0,,,0,$1249  - ALL PETS OK-studio in house - UCSF Sunset nr GG Park Pets OK rear yard,
pre2013_56489,20120304,2012,oakland hills south,oakland,alameda,1900,2.0,,1220,0,$1900 / 2br - 1220ft² - OPEN HOUSE SUNDAY 11- 3 PM HOUSE with beautiful views,
pre2013_21751,20120226,2012,san mateo,san mateo,san mateo,1990,2.0,,,0,$1990 / 2br - 2 Bedroom Apartment On Second Floor Available Now,
5537927624,20160414,2016,larkspur,larkspur,marin,3625,1.0,,780,0,Nis 13 Lake and Park View - PLUS - One Month Free!   $3625 / 1br - 780ft2 -    (larkspur)   resim har.,
5607131008,20160602,2016,oakland lake merritt / downtown,oakland,alameda,2550,2.0,,1000,0,"6月 1 **OPEN HOUSE **Saturday 6/4, 1-2pm   $2550 / 2br - 1000ft2 -    (oakland lake merritt / grand)   地图    hide this posting restore this posting",
pre2013_23794,20120308,2012,oakland east,oakland,alameda,1100,2.0,,,0,"$1100 / 2br - Sec 8 ok, duplex , private parking",
pre2013_81718,20071025,2007,foster city,foster city,san mateo,1950,2.0,,,0,$1950 / 2br - set an appointment to see our beautiful courtyard view 2x2 apartment !,
pre2013_130652,20041120,2004,burlingame / hillsborough,burlingame,san mateo,1795,2.0,,,0,"$1795 / 2br - TWO BEDROOM HOME -   RENT $1,795.00 & S/D $1,700 ",
pre2013_48723,20120107,2012,oakland east,oakland,alameda,1250,3.0,,900,0,"$1250 / 3br - 900ft² - Se Renta Casa (3 Recamaras 1 Bano, 63rd Ave)",
pre2013_2201,20081011,2008,san francisco,san francisco,san francisco,1895,1.0,,,0,$1895 / 1br - Limited Luxury Apartment on Special -,
pre2013_119091,20040628,2004,marina / cow hollow,san francisco,san francisco,3750,2.0,2.0,,0,$3750 / 2br - MARINA - 2BA - TOP FLR - SKYLIGHTS - NEW KTCHN - H/W FLRS - PKG. - THE BEST! ,
4133918265,20131017,2013,petaluma,petaluma,sonoma,1934,2.0,2.0,1149,0,"    Oct 16 Check This Out! 2bd, 2ba Apartm0ent Coming Soon!    $1934 / 2br - 1149ft² -    (petaluma)   pic img   ",
pre2013_91123,20040718,2004,pacific heights,san francisco,san francisco,1275,0.0,,,0,$1275  - Large Studio w/ city view in the Best Part of Pacific Heights,
4078643284,20131004,2013,potrero hill,san francisco,san francisco,3950,2.0,2.0,1100,0,    Oct  3 Nice clean 2 bed 2 bath apt. in Potrero Hill   $3950 / 2br - 1100ft² -    (potrero hill)   pic map   ,
pre2013_127006,20041015,2004,oakland lake merritt / downtown,OAKLAND,alameda,725,1.0,,,0,$725 / 1br - Just for you... ,
pre2013_47566,20120103,2012,burlingame / hillsborough,burlingame,san mateo,2090,1.0,,,0,$2090 / 1br - Discover ease in the 280 Commute!,
5501929784,20160323,2016,santa cruz,santa cruz,santa cruz,1800,1.0,,750,0,Mar 21 Beautiful Jewel - 1Br in Nature Close to Town   $1800 / 1br - 750ft2 -    (santa cruz)   resim har.,
6268187081,20170914,2017,richmond / point / annex,richmond,contra costa,1675,2.0,,,0,"405 44th Street, Richmond, CA (Cross St. Nevin Ave.)",
pre2013_99253,20041104,2004,nob hill,san francisco,san francisco,1495,1.0,,,0,$1495 / 1br - Great 1 Bedroom with View,
pre2013_110043,20041103,2004,daly city,daly city,san mateo,900,1.0,,,0,"$900 / 1br - Lg 1 bed, recently redone, hardwood floor, parking available",
pre2013_37757,20111122,2011,pittsburg / antioch,pittsburg,contra costa,1350,2.0,2.0,1206,0,$1350 / 2br - 1206ft² - 2 Bed 2 Bath Home in Bay Point,
4666968179,20140914,2014,napa county,napa county,---,1776,1.0,1.0,,0,Oversized upgraded one bedroom one bathroom. ,
pre2013_16769,20120130,2012,marina / cow hollow,san francisco,san francisco,3950,2.0,,,0,$3950 / 2br - Short-Term - Furnished Marina Home ~ JWavro ,
pre2013_133378,20050103,2005,mill valley,mill valley,marin,1850,2.0,1.0,,0,$1850 / 2br - Charming 2 Bedroom 1 bath House on large lot ,
3547045924,20130115,2013,sausalito,sausalito,marin,1275,3.0,,,0,$1275 / 3br - 1478ft - SOME BAD CREDIT OK-GREAT HOUSE,
pre2013_33162,20111112,2011,excelsior / outer mission,san francisco,san francisco,2050,2.0,,,0,$2050 / 2br - 2 BR Apt - Newly Remodeled Close to Glen Park Bart,
pre2013_68968,20120608,2012,nob hill,san francisco,san francisco,2295,2.0,,,0,$2295 / 2br - Nice two bedroom in historic Nob Hill,
pre2013_141744,20050410,2005,oakland hills north / montclair,oakland,alameda,895,1.0,,450,0,"$895 / 1br - Jr. Bdrm., Near Pdmt, New Hrdwd flr., Patio, 450 sq. ft., Pkg Incl ",
pre2013_126167,20040925,2004,oakland lake merritt / downtown,oakland,alameda,895,0.0,,,0,$895  - Beautiful Glenview Studio ,
pre2013_55727,20120228,2012,rohnert pk / cotati,rohnert park,sonoma,1545,2.0,2.0,1136,0,$1545 / 2br - 1136ft² - 2 Bedroom 2 Bathroom. Full Size Washer and Dryer. Available Now!!!,
4645304653,20140831,2014,oakland west,oakland,alameda,2000,2.0,1.0,950,0,two bed room one bath ,"This 2 bed room features, living room, dinning area, kitchen, and bathroom every thing is newly remodeled beautiful Victorian home. This apartment is (All in one package) Tenant pays nothing except RENT , p&e;, water, cable, internet WI-FI ready and CCTV system installed, The apartment is just 3 blocks from West Oakland BART and just minutes from Downtown Oakland and San Francisco. Easy access to public transportation , Easy Access 80, 880, 24, and 580!Five minutes to West Oakland BART, Emeryville Go-Around, Amtrak, Ac Transit and shopping centers:- Bay Street, IKEA, Target, Safeway, Powell Plaza, best buy, Office Depot, Office Max and more....-One year lease. First and Last Month, and Security Deposit-Income verification pay stub required-Credit Check and References required-Absolutely NO SMOKER-If interested call Lukas show contact info"
pre2013_18206,20120210,2012,sea cliff,san francisco,san francisco,3575,2.0,,1600,0,$3575 / 2br - 1600ft² - Modernized Flat with Parking Included,
pre2013_152656,20060505,2006,sf bay area,sf bay area,,700,1.0,,,0,$700  - GARDEN COTTAGE 1br/1ba. Landlord pays all utilities.Walk to BART,
pre2013_136470,20050206,2005,daly city,daly city,san mateo,1200,2.0,,,0,$1200 / 2br - In-law ,
pre2013_8394,20110102,2011,danville / san ramon,san ramon,contra costa,11000,6.0,,,0,$11000 / 6br - Executive Mansion for Lease,
pre2013_123939,20040831,2004,concord / pleasant hill / martinez,concord,contra costa,1750,4.0,,,0,$1750 / 4br - Executive Home i ,
pre2013_153001,20060706,2006,oakland hills south,oakland,alameda,1498,2.0,,,0,$1498 / 2br - Bay Views in every room,
pre2013_107779,20040821,2004,pacifica,pacifica,san mateo,1650,3.0,,,0,"$1650 / 3br -  PACIFICA HOME, LIVING ROOM, & DINNING ROOM **PHOTOS**",
pre2013_150676,20061107,2006,san mateo,san mateo,san mateo,1845,1.0,,,0,"$1845 / 1br - ***Large 1BR-Great Views, Large Priv. Balcony, Pool,Super Downtwn Loc!",
5570800932,20160505,2016,rohnert pk / cotati,rohnert park,sonoma,2800,4.0,,,0,5月 4 House for Rent   $2800 / 4br -    (rohnert pk / cotati)   地图,
pre2013_35784,20111117,2011,santa rosa,santa rosa,sonoma,895,1.0,,700,0,"$895 / 1br - 700ft² - $850/mo Move-In Special, Updated 1BD Near JC!",
pre2013_131945,20041209,2004,san mateo,san mateo,san mateo,2100,3.0,,,0,$2100 / 3br - Look no More!  Ideal Home for a Family in San Mateo ,
pre2013_158512,20060505,2006,santa cruz,santa cruz,santa cruz,1450,2.0,,,0,$1450 / 2br - capitola location minutes to the beach,
pre2013_124550,20040906,2004,fairfax,fairfax,marin,1000,1.0,,,0,$1000 / 1br - MOVE-IN SPECIAL $500 OFF RENT! see ad... ,
pre2013_36655,20111119,2011,fairfax,fairfax,marin,1325,1.0,,,0,$1325 / 1br - The Difference is Clear,
pre2013_31614,20110924,2011,union city,union city,alameda,1250,1.0,,600,0,$1250 / 1br - 600ft² - Lovely one bedroom unit available!,
pre2013_30711,20110624,2011,visitacion valley,san francisco,san francisco,2500,5.0,3.0,,0,$2500 5br - 3ba Single house Near Cow Palace and Geneva,
4946047537,20150323,2015,concord / pleasant hill / martinez,concord,contra costa,1710,1.0,1.0,650,0,One- &amp; Two-Bedroom Apts. for Rent,"Plum Tree 1097 Maywood Lane Martinez, CA 94553 Property Website: http://experienceplumtree.com Want more information? http://unit-availability.com/lead/7e04x7723360/1?extnId=4123861 Call Us Today!  show contact infox368  Property Description  Offering one-bedroom and two-bedroom apartments, all with spacious open floor plans, the Plum Tree in downtown Martinez offers a quiet West Coast village lifestyle. The grounds offer quiet courtyards and plenty of trees, creating a park-like setting. Amenities include an outdoor pool and hot tub with sizable sundeck, a fitness center, covered parking, and customer-service-oriented management. Our onsite office is open Monday through Friday from 8:30am to 5:30pm. Apartments offer oversized windows, high-end carpeting, an abundance of closets, a washer and a dryer, a refrigerator, and a stove. Some homes offer fireplaces, and upstairs apartments feature cathedral ceilings. Pets are welcome, with some breed restrictions. This community sits along the shoreline of Carquinez Strait. The area is known for its quaint boutiques, antique stores, and parks with hiking and biking trails. Call today and make this active, scenic community your home!Available Floor Plans (type, bed/bath, rent, sq. ft.) Residence 1, 1 bd / 1 ba, $1,710 - $1,745, 650 sq ft, Residence 2, 1 bd / 1 ba, $1,760, 701 sq ft, Residence 3, 2 bd / 1 ba, $1,887 - $2,047, 808 sq ft, Residence 4, 2 bd / 2 ba, $1,907 - $2,102, 901 sq ft,  Floor Plan Specials  Pricing subject to change. Call Today to see your home! Property Amenities  * Near Public Transit  * Short-term lease  * Spa  * Aerobics fitness equipment  * Clubhouse  * Air Conditioning  * On-site Management  * Minutes from shopping, cafes, theaters  * Outstanding school system  * Gas Cook Top  * Package Receiving  * Parking  * On-site Maintenance  * Pool  * Sundeck  * Cable-ready  * Private fitness center Lease Terms: 1-13 Month Lease Terms- Note: We never ask you to fill out an online credit form to tour our communi Pet Policy: Cats and Dogs are allowed. Cats and Dogs are allowed. Breed restrictions apply: Akitas, Alaskan Malamutes, American Staffordshire Terrier, Bull Mastiff, Chow Chows, Doberman Pinscher, German Shepard, Husky, Mastiffs (including Bull Mastiff, Cane Corso Mastiff, English Mastiff, Italian Mastiff, Neopolitan Mastiff, Tibetan Mastiff) Pit Bulls, Presa Canario, Rottweiler, Wolf hybrids. In addition, the Russian Bear Dog is not permitted at this time. Office HoursMonday:   9:00am to 5:00pm Tuesday:   9:00am to 5:00pm Wednesday:   9:00am to 5:00pm Thursday:   9:00am to 5:00pm Friday:   9:00am to 5:00pm Sunday:   9:00am to 4:00pm  Call Us Today! show contact infox368 Equal Housing Opportunity"
pre2013_65954,20120420,2012,napa county,napa county,---,1276,1.0,1.0,,0,$1276 / 1br - Courtyard View from 1 Bedroom 1 Bath Apartment at The Lodge,
5404294907,20160209,2016,hercules / pinole / san pablo / el sob,el sobrante,contra costa,2200,1.0,,800,0,"Şub 8 BEAUTIFUL EL SOBRANTE HILLS APARTMENT   $2200 / 1br - 800ft2 -    (hercules, pinole, san pablo, el sob)   resim har.",
pre2013_79910,20070503,2007,san jose west,san jose,santa clara,2130,1.0,1.0,,0,"$850 / 1br - 1 Bdrm, 1 Bath - Bundy Ave., San Jose",
pre2013_37705,20111122,2011,pittsburg / antioch,pittsburg,contra costa,2250,5.0,3.0,2988,0,$2250 / 2988ft² - 5 Bed 3 Bath House for Rent in Lone Tree Estates - (Brand New Carpet),
pre2013_47775,20120104,2012,santa clara,santa clara,santa clara,1650,1.0,,794,0,$1650 / 1br - 794ft² - Looking to relocate to downtown san jose? Come check us out!,
pre2013_68883,20120601,2012,sebastopol,sebastopol,sonoma,2550,4.0,,2500,0,"$2550 / 4br - 2500ft² - 7428 Shaun Court, Sebastopol",
pre2013_38802,20111125,2011,oakland west,oakland,alameda,1500,3.0,,1500,0,$1500 / 3br - 1500ft² - OPEN HOUSE ON Monday 11/28/11 @ 11:00 AM ,
pre2013_46818,20111229,2011,mountain view,mountain view,santa clara,2150,2.0,,996,0,$2150 / 2br - 996ft² - RISE & SHINE AT THE BEST!,
pre2013_103580,20040411,2004,daly city,daly city,san mateo,1100,2.0,1.0,,0,"$1100 / 2br - 1 bath,clean, near all the conveniences, indoor garage",
pre2013_30603,20110320,2011,napa county,napa county,---,400,3.0,,,0,$400 / 3br - Hugě two bedroom flaț with washer/dryer plus parking for two!,
6572149685,20180503,2018,oakland east,oakland,alameda,1350,0.0,,,0,$1350 Studio in 74th Ave in Oakland,
pre2013_138266,20050224,2005,berkeley north / hills,berkeley,alameda,3500,5.0,2.0,,0,"$3500 / 5br - 5 Bd, 2Bath, Walk to North Berkeley Gourmet Ghetto ",
6447123729,20180104,2018,napa county,napa county,---,1901,,,784,0,"NAPA 1X1 WITH VAULTED CEILINGS, A W/D, TWO-TONE PAINT, AND MORE!",
pre2013_14637,20120117,2012,mountain view,mountain view,santa clara,1399,1.0,,,0,$1399 / 1br - Spacious Home Available Now,
pre2013_2372,20100725,2010,san francisco,san francisco,san francisco,1805,0.0,,533,0,$1805 533 SqFt Studio apartment perfectly situated in San Francisco,
pre2013_15793,20120123,2012,hayward / castro valley,hayward,alameda,1500,4.0,,,0,$1500 / 4br - Single-Family Home,
